mag,place,latitude,longitude,year
3.5,"13 km NE of Wakita, Oklahoma",36.9531,-97.8029,2015
3.4,"11 km NE of Wakita, Oklahoma",36.9466,-97.8224,2015
3.0,"12 km ENE of Wakita, Oklahoma",36.9432,-97.8095,2015
3.4,"10 km NE of Wakita, Oklahoma",36.9373,-97.8253,2015
3.5,"11 km NE of Wakita, Oklahoma",36.9451,-97.815,2015
3.5,"7 km E of Nescatunga, Oklahoma",36.7599,-98.0659,2015
3.1,"9 km SW of Shamrock, Oklahoma",35.8485,-96.6504,2015
3.1,"17 km SE of Waynoka, Oklahoma",36.466,-98.7523,2015
4.0,"16 km SE of Waynoka, Oklahoma",36.4703,-98.7606,2015
3.4,"7 km NW of Orlando, Oklahoma",36.2,-97.4277,2015
3.1,"12 km SW of Bradley, Oklahoma",34.8037,-97.8063,2015
3.2,"5 km S of Nash, Oklahoma",36.6136,-98.0533,2015
3.1,"8 km E of Nescatunga, Oklahoma",36.7635,-98.055,2015
3.2,"8 km SSE of Byron, Oklahoma",36.8315,-98.2737,2015
3.6,"9 km E of Nescatunga, Oklahoma",36.7605,-98.0523,2015
3.4,"8 km S of Byron, Oklahoma",36.8265,-98.2839,2015
3.1,"7 km E of Nescatunga, Oklahoma",36.7586,-98.0656,2015
3.0,"5 km NE of Avard, Oklahoma",36.7353,-98.7485,2015
3.1,"17 km ESE of Waynoka, Oklahoma",36.5074,-98.7109,2015
3.2,"4 km SW of Lambert, Oklahoma",36.6562,-98.4644,2015
3.3,"10 km NE of Wakita, Oklahoma",36.9443,-97.8309,2015
3.3,"10 km S of Mooreland, Oklahoma",36.3457,-99.2157,2015
3.2,"4 km W of Lucien, Oklahoma",36.2814,-97.5075,2015
3.2,"6 km W of Arcadia, Oklahoma",35.6679,-97.3949,2015
4.7,"8 km E of Nescatunga, Oklahoma",36.7509,-98.0561,2015
3.0,"6 km NNE of Quinlan, Oklahoma",36.5082,-99.029,2015
3.2,"11 km NE of Wakita, Oklahoma",36.9559,-97.8262,2015
3.0,"3 km W of Ringwood, Oklahoma",36.382,-98.2791,2015
3.0,"3 km SW of Fairmont, Oklahoma",36.3304,-97.7317,2015
3.1,"3 km SW of Fairmont, Oklahoma",36.3316,-97.7259,2015
3.1,"12 km NE of Wakita, Oklahoma",36.9459,-97.8108,2015
3.3,"11 km NE of Wakita, Oklahoma",36.9465,-97.8139,2015
3.0,Oklahoma,35.8638,-96.8725,2015
3.3,"11 km NE of Wakita, Oklahoma",36.9448,-97.8125,2015
4.1,"7 km SSE of Byron, Oklahoma",36.8393,-98.2691,2015
3.0,"9 km S of Byron, Oklahoma",36.8152,-98.2767,2015
3.1,"9 km NE of Cherokee, Oklahoma",36.8134,-98.2758,2015
3.3,"9 km S of Byron, Oklahoma",36.8179,-98.2846,2015
3.8,"7 km S of Byron, Oklahoma",36.8326,-98.2905,2015
4.4,"7 km SSE of Byron, Oklahoma",36.8382,-98.2762,2015
3.2,"5 km SW of Lambert, Oklahoma",36.6528,-98.4777,2015
3.0,"4 km SW of Lambert, Oklahoma",36.6596,-98.4593,2015
3.0,"11 km NE of Wakita, Oklahoma",36.945,-97.819,2015
3.4,"4 km SW of Lambert, Oklahoma",36.6619,-98.4609,2015
3.5,"10 km NE of Wakita, Oklahoma",36.9413,-97.8259,2015
3.5,"9 km NE of Wakita, Oklahoma",36.9456,-97.8471,2015
4.1,"11 km NE of Wakita, Oklahoma",36.9483,-97.8276,2015
3.4,"7 km E of Nescatunga, Oklahoma",36.7607,-98.0745,2015
3.3,"14 km W of Aline, Oklahoma",36.5143,-98.6089,2015
3.0,"4 km SW of Lambert, Oklahoma",36.6547,-98.4654,2015
3.5,"5 km SW of Lambert, Oklahoma",36.6534,-98.4733,2015
3.7,"5 km SW of Lambert, Oklahoma",36.6535,-98.4719,2015
3.7,"9 km SSE of Marshall, Oklahoma",36.0788,-97.5686,2015
3.2,"9 km SSE of Marshall, Oklahoma",36.071,-97.5836,2015
3.3,"5 km SW of Lambert, Oklahoma",36.6563,-98.4682,2015
3.2,"4 km SW of Lambert, Oklahoma",36.6561,-98.4614,2015
4.7,"4 km SW of Lambert, Oklahoma",36.6602,-98.4594,2015
3.0,"4 km NW of Douglas, Oklahoma",36.2833,-97.7102,2015
3.4,"3 km SSW of Marshall, Oklahoma",36.1212,-97.6437,2015
3.2,Oklahoma,36.7759,-97.7622,2015
3.1,"10 km SSE of Red Rock, Oklahoma",36.3686,-97.1309,2015
4.3,"16 km SE of Waynoka, Oklahoma",36.4696,-98.7549,2015
3.1,"8 km SSW of Lucien, Oklahoma",36.1991,-97.4882,2015
3.1,"7 km WNW of Jet, Oklahoma",36.6941,-98.2615,2015
3.4,"11 km NE of Wakita, Oklahoma",36.9516,-97.8307,2015
3.0,"11 km NE of Wakita, Oklahoma",36.9661,-97.8492,2015
3.0,"8 km WSW of Langston, Oklahoma",35.9197,-97.3397,2015
3.4,"6 km W of Arcadia, Oklahoma",35.674,-97.3996,2015
3.4,"7 km WNW of Jet, Oklahoma",36.6949,-98.2619,2015
3.0,"12 km NE of Wakita, Oklahoma",36.9482,-97.8084,2015
3.5,"11 km NE of Wakita, Oklahoma",36.9471,-97.8262,2015
3.1,"6 km E of Pond Creek, Oklahoma",36.6716,-97.7326,2015
3.0,"10 km NE of Wakita, Oklahoma",36.9447,-97.8257,2015
3.5,"11 km NE of Wakita, Oklahoma",36.9435,-97.8231,2015
3.7,"10 km NE of Wakita, Oklahoma",36.9507,-97.8335,2015
3.3,"3 km W of Cushing, Oklahoma",35.9825,-96.8077,2015
3.2,"16 km SE of Waynoka, Oklahoma",36.4721,-98.7516,2015
3.5,"6 km E of Nescatunga, Oklahoma",36.7543,-98.0791,2015
3.5,"3 km ENE of Covington, Oklahoma",36.3193,-97.5538,2015
3.7,"6 km E of Nescatunga, Oklahoma",36.7605,-98.0766,2015
3.0,"6 km NE of Medford, Oklahoma",36.8489,-97.6892,2015
3.5,"4 km W of Cushing, Oklahoma",35.9803,-96.8185,2015
3.4,"10 km NE of Wakita, Oklahoma",36.9466,-97.836,2015
3.5,"10 km NE of Wakita, Oklahoma",36.9506,-97.8375,2015
3.6,"9 km NE of Wakita, Oklahoma",36.9439,-97.8401,2015
3.5,"10 km NE of Wakita, Oklahoma",36.9498,-97.8386,2015
3.4,"8 km NW of Hunter, Oklahoma",36.6241,-97.7214,2015
3.0,"10 km NE of Wakita, Oklahoma",36.9412,-97.8353,2015
3.0,"8 km SE of Avard, Oklahoma",36.6554,-98.7167,2015
3.1,"9 km NE of Wakita, Oklahoma",36.9439,-97.84299999999999,2015
3.1,"10 km NE of Wakita, Oklahoma",36.9482,-97.8369,2015
3.8,"10 km NE of Wakita, Oklahoma",36.9468,-97.8368,2015
3.0,"10 km NE of Wakita, Oklahoma",36.9499,-97.8361,2015
4.1,"9 km NE of Wakita, Oklahoma",36.9528,-97.8552,2015
3.0,"14 km WSW of Red Rock, Oklahoma",36.4238,-97.3357,2015
3.5,"5 km ESE of Perry, Oklahoma",36.2639,-97.2395,2015
3.2,"9 km NE of Wakita, Oklahoma",36.9444,-97.8404,2015
3.2,"9 km NE of Wakita, Oklahoma",36.9436,-97.8458,2015
3.0,"10 km E of Perry, Oklahoma",36.2977,-97.1748,2015
3.1,"3 km ENE of Covington, Oklahoma",36.3207,-97.5524,2015
3.3,"3 km SSE of Langston, Oklahoma",35.9135,-97.2423,2015
3.2,"6 km ENE of Nescatunga, Oklahoma",36.7665,-98.0791,2015
3.0,"7 km WSW of Langston, Oklahoma",35.9199,-97.3269,2015
3.7,"7 km WSW of Langston, Oklahoma",35.9181,-97.3303,2015
3.9,"7 km WSW of Langston, Oklahoma",35.9198,-97.3312,2015
3.5,"2 km W of Cushing, Oklahoma",35.9872,-96.7981,2015
3.3,"5 km NE of Avard, Oklahoma",36.7355,-98.75200000000001,2015
3.6,"10 km SSE of Marshall, Oklahoma",36.0739,-97.5736,2015
3.1,"3 km SSE of Alva, Oklahoma",36.7804,-98.652,2015
3.2,"6 km ESE of Guthrie, Oklahoma",35.8561,-97.3552,2015
3.0,"14 km SE of Billings, Oklahoma",36.4256,-97.3401,2015
3.3,"6 km ESE of Orlando, Oklahoma",36.134,-97.3028,2015
3.5,"6 km ESE of Guthrie, Oklahoma",35.8619,-97.3546,2015
3.1,"8 km ESE of Jefferson, Oklahoma",36.7023,-97.6965,2015
3.3,"7 km SE of Avard, Oklahoma",36.6553,-98.7187,2015
3.1,"3 km NNW of Orlando, Oklahoma",36.1762,-97.3871,2015
3.0,"8 km NE of Marshall, Oklahoma",36.2139,-97.5708,2015
3.4,Oklahoma,36.8285,-97.7887,2015
3.4,"1 km NNE of Fairmont, Oklahoma",36.3662,-97.7008,2015
3.0,"10 km ESE of Chester, Oklahoma",36.1857,-98.811,2015
3.5,"5 km WNW of Medford, Oklahoma",36.8302,-97.7883,2015
3.2,"5 km WNW of Medford, Oklahoma",36.8304,-97.7932,2015
3.2,"3 km SW of Deer Creek, Oklahoma",36.7833,-97.5441,2015
3.1,"6 km SSE of Manchester, Oklahoma",36.9385,-98.0212,2015
3.2,"2 km S of Renfrow, Oklahoma",36.8989,-97.6529,2015
3.2,"7 km E of Nescatunga, Oklahoma",36.760999999999996,-98.0721,2015
3.1,"4 km WNW of Jefferson, Oklahoma",36.7346,-97.8401,2015
3.1,"7 km ESE of Guthrie, Oklahoma",35.8532,-97.3492,2015
3.3,"7 km ESE of Guthrie, Oklahoma",35.853,-97.35,2015
3.0,"4 km W of Cushing, Oklahoma",35.9768,-96.8208,2015
3.0,"7 km E of Nescatunga, Oklahoma",36.7589,-98.0695,2015
3.1,"3 km NNE of Orlando, Oklahoma",36.1819,-97.367,2015
3.5,"7 km ESE of Guthrie, Oklahoma",35.8566,-97.3464,2015
3.0,"2 km ENE of Pawnee, Oklahoma",36.3469,-96.7753,2015
3.4,"9 km SSE of Marshall, Oklahoma",36.0745,-97.5824,2015
3.1,"1 km N of Cushing, Oklahoma",35.9978,-96.7698,2015
3.2,"5 km W of Lucien, Oklahoma",36.2783,-97.5121,2015
3.4,"5 km ENE of Marland, Oklahoma",36.5742,-97.0936,2015
3.0,"4 km E of Marland, Oklahoma",36.5688,-97.0992,2015
3.0,"2 km ESE of Pawnee, Oklahoma",36.329,-96.7763,2015
3.2,"4 km WNW of Lucien, Oklahoma",36.2842,-97.50399999999999,2015
3.3,"7 km E of Nescatunga, Oklahoma",36.7611,-98.0692,2015
3.5,"2 km ENE of Covington, Oklahoma",36.3205,-97.5574,2015
3.3,"6 km E of Carmen, Oklahoma",36.5908,-98.3872,2015
3.3,"4 km W of Cushing, Oklahoma",35.9781,-96.8184,2015
3.0,"1 km WNW of Cushing, Oklahoma",35.9897,-96.7828,2015
3.1,"2 km W of Cushing, Oklahoma",35.9862,-96.7981,2015
4.3,"3 km W of Cushing, Oklahoma",35.986,-96.8032,2015
3.5,"12 km W of Jefferson, Oklahoma",36.7234,-97.9299,2015
4.4,"12 km ENE of Nash, Oklahoma",36.7187,-97.9311,2015
3.1,"10 km NW of Perry, Oklahoma",36.3573,-97.3745,2015
3.4,"8 km WNW of Medford, Oklahoma",36.8414,-97.8147,2015
3.4,"17 km SE of Waynoka, Oklahoma",36.4906,-98.7225,2015
3.1,"5 km S of Cushing, Oklahoma",35.9355,-96.7741,2015
3.0,Oklahoma,35.9923,-96.791,2015
3.0,"10 km N of Lucien, Oklahoma",36.3656,-97.4514,2015
3.0,"7 km ESE of Orlando, Oklahoma",36.1182,-97.3038,2015
3.0,"6 km S of Manchester, Oklahoma",36.9365,-98.0359,2015
3.4,"5 km WSW of Perry, Oklahoma",36.2667,-97.3407,2015
3.8,"4 km NW of Nescatunga, Oklahoma",36.7769,-98.1898,2015
3.4,"2 km WNW of Nescatunga, Oklahoma",36.7669,-98.1799,2015
3.0,"3 km SSW of Jet, Oklahoma",36.6364,-98.1943,2015
3.2,"6 km NNW of Stroud, Oklahoma",35.7996,-96.6805,2015
3.1,"6 km NW of Morrison, Oklahoma",36.3409,-97.0494,2015
3.5,"5 km SW of Jet, Oklahoma",36.6274,-98.2138,2015
3.2,"6 km SE of Perry, Oklahoma",36.2541,-97.2343,2015
3.7,"6 km SE of Perry, Oklahoma",36.251999999999995,-97.2268,2015
3.3,Oklahoma,36.7149,-98.4457,2015
3.3,"5 km SSW of Jet, Oklahoma",36.6273,-98.2122,2015
3.1,"5 km SW of Jet, Oklahoma",36.6276,-98.2139,2015
3.0,"8 km SSE of Byron, Oklahoma",36.8411,-98.2448,2015
3.2,"3 km W of Cushing, Oklahoma",35.9894,-96.8061,2015
3.6,"2 km W of Cushing, Oklahoma",35.9856,-96.79700000000001,2015
3.0,"2 km NNE of Wakita, Oklahoma",36.9031,-97.9099,2015
3.2,"4 km W of Fairview, Oklahoma",36.2657,-98.5337,2015
3.1,"2 km WNW of Cushing, Oklahoma",35.9932,-96.7899,2015
4.0,"1 km W of Cushing, Oklahoma",35.986999999999995,-96.7872,2015
3.2,"1 km SSW of Cherokee, Oklahoma",36.7396,-98.3618,2015
3.1,"7 km NNE of Lake Aluma, Oklahoma",35.5944,-97.4025,2015
3.0,"4 km WNW of Lucien, Oklahoma",36.2878,-97.5076,2015
3.3,"9 km SSE of Byron, Oklahoma",36.8302,-98.2355,2015
3.3,Oklahoma,36.2911,-98.1903,2015
3.8,"4 km W of Fairview, Oklahoma",36.2662,-98.5315,2015
3.1,"3 km W of Fairview, Oklahoma",36.269,-98.5169,2015
3.1,"4 km S of Langston, Oklahoma",35.900999999999996,-97.2545,2015
3.2,"3 km W of Cushing, Oklahoma",35.9836,-96.8064,2015
3.1,"2 km W of Cushing, Oklahoma",35.9878,-96.7963,2015
3.0,"2 km W of Cushing, Oklahoma",35.9861,-96.7964,2015
3.1,"1 km ESE of Pawnee, Oklahoma",36.3331,-96.791,2015
3.1,"6 km W of Medford, Oklahoma",36.8125,-97.8086,2015
3.2,"5 km W of Lucien, Oklahoma",36.2769,-97.5182,2015
4.1,"3 km WNW of Cushing, Oklahoma",35.9931,-96.7997,2015
3.0,"2 km W of Cushing, Oklahoma",35.9834,-96.7962,2015
3.2,"2 km WNW of Cushing, Oklahoma",35.9909,-96.7943,2015
3.1,"7 km WNW of Medford, Oklahoma",36.8433,-97.8111,2015
3.0,"5 km W of Lucien, Oklahoma",36.2801,-97.5128,2015
3.3,"1 km ESE of Pawnee, Oklahoma",36.3334,-96.7918,2015
3.2,"1 km SE of Pawnee, Oklahoma",36.3288,-96.7891,2015
3.7,"9 km ENE of Quinlan, Oklahoma",36.4802,-98.9418,2015
3.7,"2 km WSW of Cushing, Oklahoma",35.9778,-96.7949,2015
3.6,"11 km ENE of Quinlan, Oklahoma",36.482,-98.921,2015
3.4,"10 km ENE of Quinlan, Oklahoma",36.4821,-98.9374,2015
3.1,"6 km ENE of Edmond, Oklahoma",35.671,-97.415,2015
3.0,"3 km NE of Nicoma Park, Oklahoma",35.5128,-97.3032,2015
3.0,"3 km WNW of Mulhall, Oklahoma",36.0732,-97.4407,2015
3.3,"8 km NNW of Arcadia, Oklahoma",35.7437,-97.3552,2015
3.1,"5 km W of Lucien, Oklahoma",36.2785,-97.5116,2015
3.1,"2 km WNW of Mulhall, Oklahoma",36.0713,-97.4386,2015
3.2,"2 km W of Mulhall, Oklahoma",36.0694,-97.439,2015
3.1,"8 km NNW of Arcadia, Oklahoma",35.7444,-97.3549,2015
3.2,"4 km NE of Crescent, Oklahoma",35.9853,-97.5616,2015
3.4,"3 km SW of Renfrow, Oklahoma",36.9027,-97.6825,2015
3.1,"10 km NW of Perkins, Oklahoma",36.0301,-97.1221,2015
3.3,"10 km WNW of Orlando, Oklahoma",36.1808,-97.4857,2015
3.5,"10 km SSW of Lucien, Oklahoma",36.1824,-97.4975,2015
3.3,"10 km WNW of Orlando, Oklahoma",36.178000000000004,-97.4857,2015
3.0,"4 km WNW of Aline, Oklahoma",36.5293,-98.4921,2015
3.4,"6 km SSE of Manchester, Oklahoma",36.9389,-98.0182,2015
3.3,"4 km SSW of Cushing, Oklahoma",35.949,-96.781,2015
3.5,"6 km WSW of Aline, Oklahoma",36.488,-98.51100000000001,2015
3.0,"4 km SSW of Cushing, Oklahoma",35.9507,-96.7805,2015
3.4,"4 km SSW of Cushing, Oklahoma",35.9486,-96.7844,2015
3.5,"9 km WNW of Cherokee, Oklahoma",36.7851,-98.4536,2015
3.0,"9 km NNW of Arcadia, Oklahoma",35.7457,-97.359,2015
3.4,"6 km W of Arcadia, Oklahoma",35.675,-97.399,2015
3.5,"5 km N of Cherokee, Oklahoma",36.8066,-98.3452,2015
3.1,"6 km N of Quinlan, Oklahoma",36.5111,-99.0493,2015
3.0,"8 km N of Hunter, Oklahoma",36.6379,-97.6453,2015
3.1,"10 km NW of Perkins, Oklahoma",36.0307,-97.1211,2015
3.3,"9 km SSE of Marshall, Oklahoma",36.076,-97.5812,2015
3.0,"5 km NE of Medford, Oklahoma",36.8497,-97.6976,2015
3.0,"2 km WNW of Renfrow, Oklahoma",36.9367,-97.6841,2015
3.2,"2 km SE of Perry, Oklahoma",36.2767,-97.2667,2015
3.0,"1 km SSE of Perry, Oklahoma",36.2788,-97.2812,2015
3.3,"10 km NW of Perkins, Oklahoma",36.0338,-97.1195,2015
3.0,"6 km NE of Nardin, Oklahoma",36.8561,-97.3994,2015
3.1,"7 km WNW of Perkins, Oklahoma",36.0024,-97.1037,2015
3.0,"5 km SSE of Guthrie, Oklahoma",35.829,-97.406,2015
3.3,"9 km NW of Perkins, Oklahoma",36.0299,-97.1194,2015
3.3,"4 km NW of Hunter, Oklahoma",36.5972,-97.698,2015
3.1,"5 km W of Lucien, Oklahoma",36.282,-97.51100000000001,2015
3.4,"11 km N of Dacoma, Oklahoma",36.7647,-98.5403,2015
3.8,"9 km WNW of Medford, Oklahoma",36.8416,-97.8271,2015
3.3,Oklahoma,36.2877,-97.5317,2015
3.5,"6 km SSE of Byron, Oklahoma",36.8484,-98.2548,2015
3.6,"6 km SSE of Byron, Oklahoma",36.8441,-98.2687,2015
3.3,"3 km S of Carmen, Oklahoma",36.5508,-98.4616,2015
3.3,"5 km ESE of Covington, Oklahoma",36.2915,-97.53299999999999,2015
3.3,"12 km N of Seminole, Oklahoma",35.336,-96.67,2015
3.3,"4 km SW of Renfrow, Oklahoma",36.8963,-97.686,2015
3.1,"2 km WNW of Renfrow, Oklahoma",36.9308,-97.6796,2015
3.4,"8 km WNW of Medford, Oklahoma",36.8398,-97.8231,2015
3.0,"8 km WNW of Medford, Oklahoma",36.8433,-97.8222,2015
3.0,"5 km NE of Crescent, Oklahoma",35.984,-97.5508,2015
3.2,"11 km SSW of Waynoka, Oklahoma",36.4813,-98.9184,2015
4.1,"6 km WNW of Medford, Oklahoma",36.8311,-97.8011,2015
3.3,"13 km N of Coyle, Oklahoma",36.0809,-97.22,2015
3.3,"5 km SE of Wakita, Oklahoma",36.8478,-97.8797,2015
3.1,"10 km NNW of Arcadia, Oklahoma",35.7455,-97.39,2015
3.4,"10 km NNW of Arcadia, Oklahoma",35.7451,-97.3894,2015
3.1,"5 km W of Lucien, Oklahoma",36.2783,-97.5198,2015
3.0,"8 km W of Deer Creek, Oklahoma",36.8171,-97.6173,2015
3.0,"5 km S of Pond Creek, Oklahoma",36.6214,-97.8112,2015
3.1,"7 km ESE of Manchester, Oklahoma",36.9726,-97.9597,2015
3.5,"2 km ENE of Jet, Oklahoma",36.6773,-98.1522,2015
3.0,"2 km WNW of Renfrow, Oklahoma",36.9297,-97.6816,2015
3.1,"9 km ENE of Cherokee, Oklahoma",36.7893,-98.2648,2015
3.5,"6 km WNW of Medford, Oklahoma",36.8348,-97.7968,2015
3.6,"1 km WNW of McLoud, Oklahoma",35.439,-97.109,2015
3.3,"5 km NW of Quay, Oklahoma",36.1999,-96.7535,2015
3.0,"5 km SW of Perkins, Oklahoma",35.937,-97.0753,2015
3.1,"9 km WNW of Dacoma, Oklahoma",36.6936,-98.664,2015
3.0,"7 km SSW of Boley, Oklahoma",35.4348,-96.5201,2015
3.1,"1 km SSW of Kremlin, Oklahoma",36.5353,-97.8395,2015
3.3,"4 km SSW of Pond Creek, Oklahoma",36.63,-97.81200000000001,2015
3.0,"7 km E of Pond Creek, Oklahoma",36.6587,-97.7235,2015
3.2,"5 km ESE of Covington, Oklahoma",36.2812,-97.5334,2015
3.2,"7 km WSW of Langston, Oklahoma",35.9209,-97.3349,2015
3.5,"6 km WNW of Medford, Oklahoma",36.8315,-97.8011,2015
4.0,"4 km NW of Hunter, Oklahoma",36.5979,-97.6921,2015
3.4,"4 km NW of Hunter, Oklahoma",36.5972,-97.6914,2015
3.2,"6 km ESE of Covington, Oklahoma",36.2883,-97.5218,2015
3.0,"8 km SW of Meridian, Oklahoma",35.7955,-97.3163,2015
3.4,"7 km WNW of Medford, Oklahoma",36.838,-97.804,2015
3.2,"7 km S of Byron, Oklahoma",36.836,-98.2917,2015
3.1,"5 km NW of Dacoma, Oklahoma",36.689,-98.6069,2015
3.0,"11 km N of Dacoma, Oklahoma",36.765,-98.542,2015
3.3,"5 km WNW of Pond Creek, Oklahoma",36.6836,-97.8592,2015
3.3,"11 km N of Coyle, Oklahoma",36.0594,-97.2497,2015
3.3,"4 km NE of Crescent, Oklahoma",35.9798,-97.5559,2015
3.3,"4 km NE of Crescent, Oklahoma",35.9851,-97.5565,2015
3.5,"5 km WNW of Lucien, Oklahoma",36.2874,-97.5162,2015
4.1,"4 km NNE of Crescent, Oklahoma",35.9909,-97.5813,2015
3.5,"4 km NNE of Crescent, Oklahoma",35.9886,-97.5789,2015
3.0,"4 km NNE of Crescent, Oklahoma",35.9885,-97.57700000000001,2015
4.5,"4 km NNE of Crescent, Oklahoma",35.9889,-97.5717,2015
3.8,"5 km NE of Crescent, Oklahoma",35.9908,-97.56,2015
3.4,"4 km NE of Crescent, Oklahoma",35.9875,-97.5606,2015
3.0,"5 km NE of Crescent, Oklahoma",35.9886,-97.5602,2015
3.2,"7 km WNW of Medford, Oklahoma",36.8348,-97.8067,2015
3.2,"5 km NNE of Crescent, Oklahoma",35.9983,-97.5691,2015
3.2,"7 km NNE of Quinlan, Oklahoma",36.519,-99.009,2015
3.6,"4 km NNE of Crescent, Oklahoma",35.989000000000004,-97.5694,2015
3.0,"4 km SSW of Cushing, Oklahoma",35.95,-96.78,2015
3.2,"4 km NNE of Crescent, Oklahoma",35.9877,-97.5661,2015
3.7,"4 km NNE of Crescent, Oklahoma",35.9902,-97.5661,2015
3.0,"1 km W of Pawnee, Oklahoma",36.3397,-96.8201,2015
3.0,"7 km SSW of Glencoe, Oklahoma",36.159,-96.948,2015
3.2,"6 km NE of Hunter, Oklahoma",36.6047,-97.6149,2015
3.1,"8 km SE of Byron, Oklahoma",36.8416,-98.2303,2015
3.1,"5 km ESE of Covington, Oklahoma",36.296,-97.5234,2015
3.5,"6 km NE of Carmen, Oklahoma",36.615,-98.4056,2015
3.0,"2 km WNW of McLoud, Oklahoma",35.4476,-97.1152,2015
3.3,"0 km N of Pawnee, Oklahoma",36.3404,-96.8037,2015
3.3,"1 km NE of Pawnee, Oklahoma",36.3439,-96.7945,2015
3.2,"4 km NNW of Hunter, Oklahoma",36.6004,-97.6848,2015
3.2,"8 km SE of Byron, Oklahoma",36.8464,-98.2284,2015
3.5,"8 km SSE of Byron, Oklahoma",36.8367,-98.2445,2015
3.0,"3 km NE of Douglas, Oklahoma",36.284,-97.63799999999999,2015
3.1,Oklahoma,36.836999999999996,-98.245,2015
3.5,"8 km SSE of Byron, Oklahoma",36.834,-98.25,2015
3.2,"3 km NE of Douglas, Oklahoma",36.2821,-97.6428,2015
3.0,"0 km NNW of Lucien, Oklahoma",36.2807,-97.4588,2015
3.3,"4 km NNW of Hunter, Oklahoma",36.6,-97.6892,2015
3.4,"6 km SSE of Byron, Oklahoma",36.8477,-98.2588,2015
3.7,"7 km SSE of Byron, Oklahoma",36.8458,-98.2516,2015
3.4,Oklahoma,36.3875,-96.8597,2015
4.4,"7 km SSE of Byron, Oklahoma",36.842,-98.2593,2015
3.1,"2 km ESE of Wakita, Oklahoma",36.8713,-97.895,2015
3.6,"2 km NW of Aline, Oklahoma",36.5245,-98.4652,2015
3.4,"4 km NE of Crescent, Oklahoma",35.9874,-97.5652,2015
3.2,"7 km SSW of Guthrie, Oklahoma",35.8174,-97.4461,2015
3.2,"7 km SW of Dibble, Oklahoma",34.9775,-97.6798,2015
3.4,"11 km SE of Cashion, Oklahoma",35.7419,-97.5763,2015
3.1,"7 km WSW of Wakita, Oklahoma",36.8682,-98.0086,2015
3.1,"2 km NW of Aline, Oklahoma",36.5264,-98.4653,2015
3.7,"8 km NW of Perkins, Oklahoma",36.0247,-97.1049,2015
3.1,"5 km ESE of Covington, Oklahoma",36.294000000000004,-97.523,2015
3.6,"5 km WNW of Lucien, Oklahoma",36.2891,-97.5168,2015
3.7,"9 km W of Jet, Oklahoma",36.662,-98.2852,2015
3.5,"2 km NW of Aline, Oklahoma",36.5222,-98.4682,2015
3.0,"4 km SW of Wellston, Oklahoma",35.6663,-97.0947,2015
3.4,"9 km NNW of Arcadia, Oklahoma",35.7412,-97.3835,2015
3.0,"5 km SE of Wakita, Oklahoma",36.8427,-97.8828,2015
3.1,"9 km NNW of Arcadia, Oklahoma",35.7443,-97.3747,2015
3.3,"9 km NNW of Arcadia, Oklahoma",35.7446,-97.3762,2015
3.6,"2 km WNW of Aline, Oklahoma",36.52,-98.4749,2015
3.1,"5 km SW of Deer Creek, Oklahoma",36.7615,-97.5569,2015
3.3,"5 km W of Lucien, Oklahoma",36.281,-97.516,2015
3.4,"7 km SW of Pawnee, Oklahoma",36.293,-96.861,2015
3.0,"6 km SW of Deer Creek, Oklahoma",36.757,-97.565,2015
3.5,"5 km W of Lucien, Oklahoma",36.2812,-97.5192,2015
3.1,"2 km NNE of Medford, Oklahoma",36.8242,-97.7204,2015
3.2,"14 km WSW of Red Rock, Oklahoma",36.4207,-97.3336,2015
3.3,"2 km WNW of Mulhall, Oklahoma",36.0707,-97.43700000000001,2015
3.5,"4 km SW of Stillwater, Oklahoma",36.0912,-97.1003,2015
3.2,"6 km WSW of Langston, Oklahoma",35.9159,-97.3133,2015
3.3,"7 km N of Spencer, Oklahoma",35.594,-97.37299999999999,2015
3.5,"6 km NE of Wakita, Oklahoma",36.9196,-97.8632,2015
3.1,"4 km NW of Renfrow, Oklahoma",36.9507,-97.6913,2015
3.1,"2 km SW of Pawnee, Oklahoma",36.3203,-96.8228,2015
3.1,"9 km SSE of Marshall, Oklahoma",36.0789,-97.5853,2015
3.3,"6 km WNW of Lucien, Oklahoma",36.2889,-97.5203,2015
3.4,"2 km NE of Jet, Oklahoma",36.6779,-98.1617,2015
3.1,"9 km ENE of Hunter, Oklahoma",36.5909,-97.5649,2015
3.0,"2 km NE of Renfrow, Oklahoma",36.9449,-97.6328,2015
3.0,"6 km WSW of Hunter, Oklahoma",36.5373,-97.7295,2015
3.5,"6 km W of Nescatunga, Oklahoma",36.7458,-98.2238,2015
3.0,"7 km W of Tryon, Oklahoma",35.8769,-97.0439,2015
3.2,"5 km NNE of Medford, Oklahoma",36.8519,-97.6976,2015
3.4,"9 km NNW of Arcadia, Oklahoma",35.74,-97.37899999999999,2015
3.1,"6 km SSE of Orlando, Oklahoma",36.101,-97.344,2015
3.4,"9 km NNW of Arcadia, Oklahoma",35.7436,-97.3771,2015
3.7,"9 km NNW of Arcadia, Oklahoma",35.7417,-97.3796,2015
3.5,"9 km NW of Arcadia, Oklahoma",35.739000000000004,-97.38799999999999,2015
3.0,"6 km S of Guthrie, Oklahoma",35.8185,-97.4388,2015
3.1,"4 km SE of Cherokee, Oklahoma",36.7312,-98.3156,2015
