RG,SITE_ID,SITE_EPA_ID,SITE_NAME,SITE_STRT_ADRS1,SITE_STRT_ADRS2,SITE_CITY_NAME,SITE_STATE,SITE_ZIP_CODE,SITE_CONG_DISTRICT,SITE_CNTY_NAME,SITE_FIPS_CODE,LATITUDE,LONGITUDE,ALT_AGREEMENT,NPL,FF,NON_NPL_STATUS,FULL_ADDRESS,COORDINATES,SITE_URL
3,300847,PAD009862939,HENDERSON ROAD,372 S HENDERSON ROAD,,UPPER MERION TOWNSHIP,PA,19406,04,MONTGOMERY,42091.0,40.086939,-75.35555,N,Currently on the Final NPL,N,N,"372 S HENDERSON ROAD, UPPER MERION TOWNSHIP, PA, 19406","(40.08724174018116, -75.35744669222422)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300847
3,300862,PAD014269971,STANLEY KESSLER,103 QUEENS DR,,KING OF PRUSSIA,PA,19406,04,MONTGOMERY,42091.0,40.083889,-75.355,N,Currently on the Final NPL,N,N,"103 QUEENS DR, KING OF PRUSSIA, PA, 19406","(40.08393451341829, -75.35708922159009)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300862
3,300894,PAD039017694,RAYMARK,220 JACKSONVILLE RD,,HATBORO,PA,19040,04,MONTGOMERY,42091.0,40.179719,-75.098611,N,Currently on the Final NPL,N,N,"220 JACKSONVILLE RD, HATBORO, PA, 19040","(40.17958441157064, -75.10000551451343)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300894
3,300963,PAD047726161,BOARHEAD FARMS,LONELY COTTAGE DRIVE,,BRIDGETON TOWNSHIP,PA,18972,01,BUCKS,42017.0,40.545831,-75.125,N,Currently on the Final NPL,N,N,"LONELY COTTAGE DRIVE, BRIDGETON TOWNSHIP, PA, 18972","(40.5500845, -75.1240316)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300963
3,301012,PAD057152365,NORTH PENN - AREA 12,TROOPER RD,,WORCESTER,PA,19490,04,MONTGOMERY,42091.0,40.1807,-75.3537,N,Currently on the Final NPL,N,N,"TROOPER RD, WORCESTER, PA, 19490","(40.1712091, -75.3625328)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301012
3,301103,PAD077087989,FOOTE MINERAL CO.,15 S BACTON HILL RD,,EAST WHITELAND TOWNSHIP,PA,19355,06,CHESTER,42029.0,40.04,-75.585278,N,Currently on the Final NPL,N,N,"15 S BACTON HILL RD, EAST WHITELAND TOWNSHIP, PA, 19355","(40.03920392584415, -75.58104924566692)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301103
3,301139,PAD089667695,"BRESLUBE-PENN, INC.",84 MONTOUR RD,,CORAOPOLIS,PA,15108,17,ALLEGHENY,42003.0,40.501389,-80.146389,N,Currently on the Final NPL,N,N,"84 MONTOUR RD, CORAOPOLIS, PA, 15108","(40.5142795, -80.15528927868853)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301139
3,301156,PAD096834494,NORTH PENN - AREA 1,162 N MAIN ST,,SOUDERTON,PA,18964,01,MONTGOMERY,42091.0,40.3108,-75.3252,N,Currently on the Final NPL,N,N,"162 N MAIN ST, SOUDERTON, PA, 18964","(40.311441914663824, -75.32449609891819)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301156
3,301183,PAD980229298,OCCIDENTAL CHEMICAL CORP./FIRESTONE TIRE & RUBBER CO.,ARMAND HAMMER BLVD,,LOWER POTTSGROVE TOWNSHIP,PA,19464,04,MONTGOMERY,42091.0,40.232081,-75.61416899999998,N,Currently on the Final NPL,N,N,"ARMAND HAMMER BLVD, LOWER POTTSGROVE TOWNSHIP, PA, 19464","(40.2395258, -75.615267)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301183
3,301185,PAD980231690,MILL CREEK DUMP,3081 W 17TH ST,,ERIE,PA,16505,16,ERIE,42049.0,42.093331,-80.152781,N,Currently on the Final NPL,N,N,"3081 W 17TH ST, ERIE, PA, 16505","(42.094421444578025, -80.14661583839468)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301185
3,301193,PAD980419097,"CRATER RESOURCES, INC./KEYSTONE COKE CO./ALAN WOOD STEEL CO.",2200 RENAISSANCE BOULEVARD,,UPPER MERION TOWNSHIP,PA,19406,04,MONTGOMERY,42091.0,40.081667,-75.3425,N,Currently on the Final NPL,N,N,"2200 RENAISSANCE BOULEVARD, UPPER MERION TOWNSHIP, PA, 19406","(40.084105760846384, -75.34056517551056)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301193
3,301211,PAD980508493,INDUSTRIAL LANE,INDUSTRIAL DR,,WILLIAMS TOWNSHIP,PA,18042,07,NORTHAMPTON,42095.0,40.665831,-75.228611,N,Currently on the Final NPL,N,N,"INDUSTRIAL DR, WILLIAMS TOWNSHIP, PA, 18042","(40.669132, -75.2142797)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301211
3,301212,PAD980508527,CRAIG FARM DRUM,630 Bruin Queenstown Road,,PARKER,PA,16049,15,ARMSTRONG,42005.0,41.0446,-79.6825,N,Deleted from the Final NPL,N,N,"630 Bruin Queenstown Road, PARKER, PA, 16049","(41.0426548, -79.706878)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301212
3,301218,PAD980508618,HRANICA LANDFILL,HRANICA DRIVE,,BUFFALO TOWNSHIP,PA,16055,15,BUTLER,42019.0,40.677219,-79.749439,N,Deleted from the Final NPL,N,N,"HRANICA DRIVE, BUFFALO TOWNSHIP, PA, 16055","(40.6787699, -79.7529797)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301218
3,301220,PAD980508667,LACKAWANNA REFUSE,SOUTH KEYSER AVENUE,,OLD FORGE,PA,18518,08,LACKAWANNA,42069.0,41.37305,-75.75528100000002,N,Deleted from the Final NPL,N,N,"SOUTH KEYSER AVENUE, OLD FORGE, PA, 18518","(41.3851758, -75.7401936)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301220
3,301227,PAD980508816,OHIO RIVER PARK,GRAND AVE,,NEVILLE ISLAND,PA,15225,17,ALLEGHENY,42003.0,40.518611,-80.1525,N,Currently on the Final NPL,N,N,"GRAND AVE, NEVILLE ISLAND, PA, 15225","(40.5125057, -80.1330545)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301227
3,301228,PAD980508832,DORNEY ROAD LANDFILL,DORNEY RD,,UPPER MACUNGIE TOWNSHIP,PA,19539,07,LEHIGH,42077.0,40.527781,-75.654169,N,Deleted from the Final NPL,N,N,"DORNEY RD, UPPER MACUNGIE TOWNSHIP, PA, 19539","(40.529578, -75.650615)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301228
3,301231,PAD980508931,LORD-SHOPE LANDFILL,6262 PIEPER ROAD,,GIRARD TOWNSHIP,PA,16417,16,ERIE,42049.0,41.977781,-80.3525,N,Currently on the Final NPL,N,N,"6262 PIEPER ROAD, GIRARD TOWNSHIP, PA, 16417","(41.978615018025955, -80.34726156716273)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301231
3,301249,PAD980537716,HELEVA LANDFILL,GARAGE HILL ST,,NORTH WHITEHALL TWP,PA,18037,07,LEHIGH,42077.0,40.670831,-75.5625,N,Currently on the Final NPL,N,N,"GARAGE HILL ST, NORTH WHITEHALL TWP, PA, 18037","(40.672805, -75.56059)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301249
3,301252,PAD980537773,WILLIAM DICK LAGOONS,TELEGRAPH ROAD,,WEST CALN TOWNSHIP,PA,19376,06,CHESTER,42029.0,40.041939,-75.898061,N,Currently on the Final NPL,N,N,"TELEGRAPH ROAD, WEST CALN TOWNSHIP, PA, 19376","(40.047926, -75.881766)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301252
3,301290,PAD980538649,BERKLEY PRODUCTS CO. DUMP,RD 2,,DENVER,PA,17517,11,LANCASTER,42071.0,40.25555,-76.155281,N,Deleted from the Final NPL,N,N,"RD 2, DENVER, PA, 17517","(15.8921227, 97.7340679)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301290
3,301322,PAD980539068,MODERN SANITATION LANDFILL,4400 MT. PISGAH ROAD,,LOWER WINDSOR TWP,PA,17406-8240,11,YORK,42133.0,39.960561,-76.5925,N,Currently on the Final NPL,N,N,"4400 MT. PISGAH ROAD, LOWER WINDSOR TWP, PA, 17406-8240","(39.95461901402818, -76.59031570409977)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301322
3,301328,PAD980539126,UGI COLUMBIA GAS PLANT,FRONT STREET,,COLUMBIA,PA,17512,11,LANCASTER,42071.0,40.026207,-76.498389,N,Currently on the Final NPL,N,N,"FRONT STREET, COLUMBIA, PA, 17512","(40.032089, -76.5016402)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301328
3,301343,PAD980539407,WADE (ABM),1 FLOWER STREET,,CHESTER,PA,19013,05,DELAWARE,42045.0,39.8337,-75.3775,N,Deleted from the Final NPL,N,N,"1 FLOWER STREET, CHESTER, PA, 19013","(39.836258, -75.379361)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301343
3,301361,PAD980539712,ELIZABETHTOWN LANDFILL,W RIDGE RD,,ELIZABETHTOWN,PA,17022,11,LANCASTER,42071.0,40.132781,-76.608189,N,Currently on the Final NPL,N,N,"W RIDGE RD, ELIZABETHTOWN, PA, 17022","(40.143609, -76.590967)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301361
3,301408,PAD980552913,ENTERPRISE AVENUE,ENTERPRISE AVE,,PHILADELPHIA,PA,19153,05,PHILADELPHIA,42101.0,39.885,-75.2125,N,Deleted from the Final NPL,N,N,"ENTERPRISE AVE, PHILADELPHIA, PA, 19153","(39.882103, -75.2269405)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301408
3,301436,PAD980692024,TYSONS DUMP,310 BROWNLIE RD.,,UPPER MERION TWP,PA,19406,04,MONTGOMERY,42091.0,40.111389,-75.36278100000001,N,Currently on the Final NPL,N,N,"310 BROWNLIE RD., UPPER MERION TWP, PA, 19406","(40.11064393432599, -75.36540793116764)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301436
3,301441,PAD980692420,OLD CITY OF YORK LANDFILL,RD# 1 SOUTH RD,,SEVEN VALLEYS,PA,17360,11,YORK,42133.0,39.840281,-76.75971899999998,N,Currently on the Final NPL,N,N,"RD# 1 SOUTH RD, SEVEN VALLEYS, PA, 17360","(39.8414712, -76.7532248)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301441
3,301442,PAD980692487,SAEGERTOWN INDUSTRIAL AREA,GRANT ST,,SAEGERTOWN,PA,16433,16,CRAWFORD,42039.0,41.71884,-80.142972,N,Currently on the Final NPL,N,N,"GRANT ST, SAEGERTOWN, PA, 16433","(41.7200838, -80.1451606)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301442
3,301452,PAD980692693,NORTH PENN - AREA 5,MAPLE DR,,MONTGOMERY TOWNSHIP,PA,18915,01,MONTGOMERY,42091.0,40.2721,-75.2451,N,Currently on the Final NPL,N,N,"MAPLE DR, MONTGOMERY TOWNSHIP, PA, 18915","(40.2654555, -75.2485506)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301452
3,301453,PAD980692719,VOORTMAN FARM,VERA CRUZ RD,,UPPER SAUCON TWP,PA,18034,07,LEHIGH,42077.0,40.547,-75.4475,N,Deleted from the Final NPL,N,N,"VERA CRUZ RD, UPPER SAUCON TWP, PA, 18034","(40.542329, -75.455045)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301453
3,301486,PAD980693204,SALFORD QUARRY,610 QUARRY ROAD,,LOWER SALFORD TOWNSHIP,PA,19438,04,MONTGOMERY,42091.0,40.251944,-75.382222,N,Currently on the Final NPL,N,N,"610 QUARRY ROAD, LOWER SALFORD TOWNSHIP, PA, 19438","(40.252754868683105, -75.3819860165007)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301486
3,305549,PASFN0305549,FRANKLIN SLAG PILE (MDC),3110 CASTOR AVENUE,,PHILADELPHIA,PA,19134,02,PHILADELPHIA,42101.0,39.983194,-75.083889,N,Currently on the Final NPL,N,N,"3110 CASTOR AVENUE, PHILADELPHIA, PA, 19134","(39.999688, -75.098979)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0305549
3,301566,PAD980829261,REESER%27S LANDFILL,OLD RTE 22,,UPPER MACUNGIE TWP,PA,18051,07,LEHIGH,42077.0,40.5794,-75.6564,N,Deleted from the Final NPL,N,N,"OLD RTE 22, UPPER MACUNGIE TWP, PA, 18051","(40.579317, -75.651673)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301566
3,301588,PAD980830533,EASTERN DIVERSIFIED METALS,LINCOLN AVENUE,,HOMETOWN,PA,18252,09,SCHUYLKILL,42107.0,40.829439,-75.9975,N,Currently on the Final NPL,N,N,"LINCOLN AVENUE, HOMETOWN, PA, 18252","(40.82762425, -75.98120815)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301588
3,301596,PAD980830921,LANSDOWNE RADIATION SITE,105/107 E STRATFORD AVE,,LANSDOWNE,PA,19050,05,DELAWARE,42045.0,39.9413,-75.2671,N,Deleted from the Final NPL,N,N,"105/107 E STRATFORD AVE, LANSDOWNE, PA, 19050","(39.941282, -75.266996)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301596
3,301625,PAD980831812,BROWN%27S BATTERY BREAKING,446 FISHER DAM RD,,HAMBURG,PA,19526,09,BERKS,42011.0,40.519439,-76.001389,N,Currently on the Final NPL,N,N,"446 FISHER DAM RD, HAMBURG, PA, 19526","(40.522428020408164, -75.99871893877551)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301625
3,301733,PAD980926976,NORTH PENN - AREA 6,W 3RD ST,,LANSDALE,PA,19446,01,MONTGOMERY,42091.0,40.248331,-75.29563900000002,N,Currently on the Final NPL,N,N,"W 3RD ST, LANSDALE, PA, 19446","(40.2431398, -75.283011)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301733
3,301755,PAD981033459,RYELAND ROAD ARSENIC SITE,RYELAND ROAD,,HEIDELBERG TWP,PA,19567,09,BERKS,42011.0,40.35395,-76.175361,N,Currently on the Final NPL,N,N,"RYELAND ROAD, HEIDELBERG TWP, PA, 19567","(40.3520367, -76.178836)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301755
3,301842,PAD981034887,BORIT ASBESTOS,6 MAPLE STREET,,AMBLER,PA,19002,04,MONTGOMERY,42091.0,40.153472,-75.228625,N,Currently on the Final NPL,N,N,"6 MAPLE STREET, AMBLER, PA, 19002","(40.155033761104015, -75.2267618080454)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301842
3,301849,PAD981035009,CROYDON TCE,RIVER ROAD,,CROYDON TOWNSHIP,PA,19020,01,BUCKS,42017.0,40.084934,-74.8892,N,Currently on the Final NPL,N,N,"RIVER ROAD, CROYDON TOWNSHIP, PA, 19020","(40.080817, -74.903038)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301849
3,302420,PAD981938939,OLD WILMINGTON ROAD GW CONTAMINATION,OLD WILMINGTON ROAD,,SADSBURYVILLE,PA,19320,06,CHESTER,42029.0,39.99583300000001,-75.908333,N,Currently on the Final NPL,N,N,"OLD WILMINGTON ROAD, SADSBURYVILLE, PA, 19320","(39.980439, -75.890437)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302420
3,303196,PAD981939200,PUBLICKER INDUSTRIES INC.,3223 S DELAWARE AVENUE,,PHILADELPHIA,PA,19148,05,PHILADELPHIA,42101.0,39.90805,-75.135281,N,Deleted from the Final NPL,N,N,"3223 S DELAWARE AVENUE, PHILADELPHIA, PA, 19148","(39.9137901, -75.1374185)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0303196
3,303307,PAD982363970,VALMONT TCE SITE   (FORMER - VALMONT INDUSTRIAL PARK),DEER RUN ROAD,,WEST HAZLETON,PA,18201,09,LUZERNE,42079.0,40.967778,-76.015556,N,Currently on the Final NPL,N,N,"DEER RUN ROAD, WEST HAZLETON, PA, 18201","(40.9710159, -76.0129725)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0303307
3,304257,PAD987295276,SAFETY LIGHT CORPORATION,4150 A. OLD BERWICK ROAD,,BLOOMSBURG,PA,17815,09,COLUMBIA,42037.0,41.015278,-76.376389,N,Currently on the Final NPL,N,N,"4150 A. OLD BERWICK ROAD, BLOOMSBURG, PA, 17815","(41.01700745232114, -76.37437412108638)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0304257
3,304433,PAD987341716,AUSTIN AVENUE RADIATION SITE,133 AUSTIN AVE.,,DELAWARE COUNTY,PA,19050,05,DELAWARE,42045.0,39.943056,-75.261944,N,Deleted from the Final NPL,N,N,"133 AUSTIN AVE., DELAWARE COUNTY, PA, 19050","(39.93788328588993, -75.2658104519776)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0304433
3,305679,PAN000305679,PRICE BATTERY LEAD SMELTER,246 GRAND STREET,,HAMBURG,PA,19526,09,BERKS,42011.0,40.549507,-75.980228,N,Currently on the Final NPL,N,N,"246 GRAND STREET, HAMBURG, PA, 19526","(40.55005407342203, -75.98421983030445)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0305679
2,202480,PRD980301154,UPJOHN FACILITY,RTE 2,,BARCELONETA,PR,00617,98,BARCELONETA,72017.0,18.4292,-66.5901,N,Currently on the Final NPL,N,N,"RTE 2, BARCELONETA, PR, 00617","(18.450268, -66.5383596)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202480
2,202559,PRD980763783,FIBERS PUBLIC SUPPLY WELLS,RTE 3,,JOBOS,PR,00784,98,,,17.9632,-66.1461,N,Currently on the Final NPL,N,N,"RTE 3, JOBOS, PR, 00784","(17.922705399999998, -66.21537937335324)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202559
1,101233,RID009764929,WESTERN SAND & GRAVEL,DOUGLAS PIKE,,BURRILLVILLE,RI,02895,01,PROVIDENCE,44007.0,41.9727,-71.595,N,Currently on the Final NPL,N,N,"DOUGLAS PIKE, BURRILLVILLE, RI, 02895","(41.9780834, -71.6151039)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101233
1,101247,RID055176283,"PETERSON/PURITAN, INC.",MARTIN ST,,LINCOLN/CUMBERLAND,RI,02864,01,PROVIDENCE,44007.0,41.929581,-71.4268,N,Currently on the Final NPL,N,N,"MARTIN ST, LINCOLN/CUMBERLAND, RI, 02864","(41.9270144, -71.4309395)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101247
1,101265,RID093212439,"LANDFILL & RESOURCE RECOVERY, INC. (L&RR)",OXFORD RD,,NORTH SMITHFIELD,RI,02876,01,PROVIDENCE,44007.0,41.9795,-71.589,N,Currently on the Final NPL,N,N,"OXFORD RD, NORTH SMITHFIELD, RI, 02876","(41.98354, -71.591827)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101265
1,101277,RID980520183,CENTRAL LANDFILL,65 SHUN PIKE,,JOHNSTON,RI,02919-4512,02,PROVIDENCE,44007.0,41.808331,-71.534719,N,Currently on the Final NPL,N,N,"65 SHUN PIKE, JOHNSTON, RI, 02919-4512","(41.803928, -71.5213575)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101277
1,101279,RID980521025,ROSE HILL REGIONAL LANDFILL,ROSE HILL RD,,SOUTH KINGSTOWN,RI,02880,02,WASHINGTON,44009.0,41.470831,-71.49166899999999,N,Currently on the Final NPL,N,N,"ROSE HILL RD, SOUTH KINGSTOWN, RI, 02880","(41.473932, -71.496714)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101279
1,101283,RID980523070,DAVIS LIQUID WASTE,TARKILN RD,,SMITHFIELD,RI,02828,01,PROVIDENCE,44007.0,41.922219,-71.57776899999998,N,Currently on the Final NPL,N,N,"TARKILN RD, SMITHFIELD, RI, 02828","(41.902786, -71.577545)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101283
1,101284,RID980579056,PICILLO FARM,PERRY HILL RD,,COVENTRY,RI,02816,02,KENT,44003.0,41.671669,-71.70916899999997,N,Currently on the Final NPL,N,N,"PERRY HILL RD, COVENTRY, RI, 02816","(41.679117, -71.718819)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101284
1,101292,RID980731459,DAVIS (GSR) LANDFILL,TARKILN RD.,,GLOCESTER,RI,02828,"01,02",PROVIDENCE,44007.0,41.917469,-71.588111,N,Deleted from the Final NPL,N,N,"TARKILN RD., GLOCESTER, RI, 02828","(41.922028, -71.588158)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101292
1,101322,RID981063993,WEST KINGSTON TOWN DUMP/URI DISPOSAL AREA,PLAINS ROAD,,SOUTH KINGSTOWN,RI,02881,02,WASHINGTON,44009.0,41.496667,-71.535278,N,Currently on the Final NPL,N,N,"PLAINS ROAD, SOUTH KINGSTOWN, RI, 02881","(41.4916261, -71.5392275)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101322
4,404896,SCN000404896,BURLINGTON INDUSTRIES CHERAW,650 CHESTERFIELD HIGHWAY,,CHERAW,SC,29520,07,CHESTERFIELD,45025.0,34.698689,-79.912786,N,Currently on the Final NPL,N,N,"650 CHESTERFIELD HIGHWAY, CHERAW, SC, 29520","(34.6996851, -79.934281)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0404896
4,403207,SCD000447268,BEAUNIT CORP. (CIRCULAR KNIT & DYEING PLANT),206 GEORGIA AVE,,FOUNTAIN INN,SC,29644,04,GREENVILLE,45045.0,34.698061,-82.216111,N,Currently on the Final NPL,N,N,"206 GEORGIA AVE, FOUNTAIN INN, SC, 29644","(34.69738361481202, -82.20797681255085)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403207
4,403212,SCD000622787,SCRDI BLUFF ROAD,321 BLUFF RD S,,COLUMBIA,SC,29209,"02,06",RICHLAND,45079.0,33.885419,-80.90875,N,Currently on the Final NPL,N,N,"321 BLUFF RD S, COLUMBIA, SC, 29209","(33.9467201, -80.9880157)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403212
4,403224,SCD002601656,"PARA-CHEM SOUTHERN, INC.",HWY 145,,SIMPSONVILLE,SC,29681,04,GREENVILLE,45045.0,34.7134,-82.23299999999998,N,Currently on the Final NPL,N,N,"HWY 145, SIMPSONVILLE, SC, 29681","(34.80926665, -82.23643064866462)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403224
4,403251,SCD003353026,"KOPPERS CO., INC. (FLORENCE PLANT)",KOPPERS RD,,FLORENCE,SC,29503,06,FLORENCE,45041.0,34.2022,-79.7229,N,Deleted from the Final NPL,N,N,"KOPPERS RD, FLORENCE, SC, 29503","(34.200467, -79.720545)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403251
4,403252,SCD003354412,"SANGAMO WESTON, INC./TWELVE-MILE CREEK/LAKE HARTWELL PCB CONTAMINATION",SANGAMO RD,,PICKENS,SC,29671,03,PICKENS,45077.0,34.895,-82.7232,N,Currently on the Final NPL,N,N,"SANGAMO RD, PICKENS, SC, 29671","(34.896172, -82.718141)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403252
4,405643,SCD003357589,SHURON INC.,100 CLINTON ST,,BARNWELL,SC,29812,02,BARNWELL,45011.0,33.236694,-81.375778,N,Currently on the Final NPL,N,N,"100 CLINTON ST, BARNWELL, SC, 29812","(33.2272143718284, -81.36300834119805)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0405643
4,403254,SCD003358744,US FINISHING/CONE MILLS,3335 OLD BUNCOMBE ROAD,,GREENVILLE,SC,29617,04,GREENVILLE,45045.0,34.883292,-82.426303,N,Currently on the Final NPL,N,N,"3335 OLD BUNCOMBE ROAD, GREENVILLE, SC, 29617","(34.884032, -82.423743)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403254
4,406784,SCD003360476,MACALLOY CORPORATION,1800 PITTSBURGH AVENUE,,NORTH CHARLESTON,SC,29405,06,CHARLESTON,45019.0,32.838056,-79.951194,N,Currently on the Final NPL,N,N,"1800 PITTSBURGH AVENUE, NORTH CHARLESTON, SC, 29405","(32.834653, -79.948962)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0406784
4,403262,SCD004773644,INDEPENDENT NAIL CO.,40 Shanklin Road,,BEAUFORT,SC,29902,"02,06",BEAUFORT,45013.0,32.466389,-80.741111,N,Deleted from the Final NPL,N,N,"40 Shanklin Road, BEAUFORT, SC, 29902","(32.4668142137497, -80.73603533397457)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403262
4,403274,SCD037398120,"PALMETTO RECYCLING, INC.",531 KOON STORE RD,,COLUMBIA,SC,29203,"02,06",RICHLAND,45079.0,34.1228,-81.0117,N,Deleted from the Final NPL,N,N,"531 KOON STORE RD, COLUMBIA, SC, 29203","(33.99474686447707, -81.07269690870137)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403274
4,404282,SCD047563614,ADMIRAL HOME APPLIANCES,3330 CRANE WAY,,WILLISTON,SC,29853,03,BARNWELL,45011.0,33.393889,-81.397222,Y,Not on the NPL,N,N,"3330 CRANE WAY, WILLISTON, SC, 29853","(33.39387, -81.398875)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0404282
4,403350,SCD980310239,"KOPPERS CO., INC. (CHARLESTON PLANT)",CHARLESTON HEIGHTS,,CHARLESTON,SC,29405,06,CHARLESTON,45019.0,32.822083,-79.958333,N,Currently on the Final NPL,N,N,"CHARLESTON HEIGHTS, CHARLESTON, SC, 29405","(32.8571196, -79.9706434)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403350
4,403371,SCD980558142,MEDLEY FARM DRUM DUMP,SC HIGHWAY 18,,GAFFNEY,SC,29340,05,CHEROKEE,45021.0,34.9805,-81.6685,N,Currently on the Final NPL,N,N,"SC HIGHWAY 18, GAFFNEY, SC, 29340","(35.03247, -81.642055)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403371
4,403409,SCD980839542,ELMORE WASTE DISPOSAL,117 HIGHLAND AVE,,GREER,SC,29651,04,SPARTANBURG,45083.0,34.935905,-82.216599,N,Currently on the Final NPL,N,N,"117 HIGHLAND AVE, GREER, SC, 29651","(34.937095, -82.22038377894737)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403409
4,403425,SCD980844005,ROCK HILL CHEMICAL CO.,NORTH CHERRY RD,,ROCK HILL,SC,29730,05,YORK,45091.0,34.9661,-80.9985,N,Currently on the Final NPL,N,N,"NORTH CHERRY RD, ROCK HILL, SC, 29730","(34.9467474, -81.024179)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403425
